"Código","Nombre","Categoria","Unid / Frac.","Stock Actual","Stock Minimo","Costo","Precio","Valor Stock Actual","Valor Stock Custo","Valor vendido","Cantidad Vendida","Ganancia"
"TOP161","Top  ","BLUSAS/TOPS/CHALECOS","unidad","1",0,"14","22","22","14","22","1","8"
"TOP162","Blusa","BLUSAS/TOPS/CHALECOS","unidad","2",0,"8","19","38","16","76","4","44"
"TOP163","Blusa manga larga de encaje","BLUSAS/TOPS/CHALECOS","unidad","3",0,"9","20","60","27",0,0,0
"FALD35","Falda de cuerina","FALDAS","unidad","1",0,"10","26","26","10","52","2","32"
"TOP164","Blazer estilo chaleco","BLUSAS/TOPS/CHALECOS","unidad","3",0,"12","25","75","36","150","6","70"
"TOP165","Top ","BLUSAS/TOPS/CHALECOS","unidad","2",0,"9","19","38","18","19","1","10"
"TOP166","Corset azul","BLUSAS/TOPS/CHALECOS","unidad","4",0,"17","27","108","68","73","3","31"
"TOP167","Blusa","BLUSAS/TOPS/CHALECOS","unidad","3",0,"10","20","60","30",0,0,0
"TOP168","Blusa gris","BLUSAS/TOPS/CHALECOS","unidad","5",0,"10","20","100","50","97","5","49"
"BLUSA169","Blusa ","BLUSAS/TOPS/CHALECOS","unidad","0",0,"11","20","0","0","40","2","18"
"TOP169","Malla de encaje manga larga","BLUSAS/TOPS/CHALECOS","unidad","0",0,"9","20","0","0","160","8","88"
"TOP170","Straple blanco/vino/negro","BLUSAS/TOPS/CHALECOS","unidad","4",0,"7","17","68","28","156","9","90"
"TOP171","Blusa de encaje manga larga","BLUSAS/TOPS/CHALECOS","unidad","0",0,"10","20","0","0","40","2","20"
"TOP172","Top gris","BLUSAS/TOPS/CHALECOS","unidad","2",0,"12","21","42","24","104","5","48"
"TOP173","Blusa","BLUSAS/TOPS/CHALECOS","unidad","0",0,"10","20","0","0","60","3","32"
"TOP174","Blusa","BLUSAS/TOPS/CHALECOS","unidad","0",0,"15","25","0","0","150","6","60"
"7453130349670","Jeans bota ancha","JEANS","unidad","1",0,"18","30","30","18","90","3","36"
"7453130349007","Jeans ancho","JEANS","unidad","3",0,"20","32","96","60","64","2","24"
"7453130366905","Jeans nuevo ","JEANS","unidad","5",0,"20","32","160","100","32","1","12"
"7453130332719","Jeans bota ancha","JEANS","unidad","4",0,"20","32","128","80","96","3","36"
"9447SEBUSCA","Jeans bota campana","JEANS","unidad","10",0,"18","30","300","180",0,0,0
"7453130366448","Jeans bota campana","JEANS","unidad","5",0,"18","29","145","90","29","1","11"
"7450224055905","Jeans bota ancha","JEANS","unidad","10",0,"20","32","320","200","224","7","84"
"7453130339404","Jeans bota recta","JEANS","unidad","5",0,"18","29","145","90",0,0,0
"7450113482003","Pantalon color uva ","JEANS","unidad","4",0,"15","30","120","60","210","7","105"
"7453084932287","Jeans skinny","JEANS","unidad","11",0,"15","25","275","165",0,0,0
"7453130367636","Jeans palazzo","JEANS","unidad","5",0,"20","32","160","100","64","2","24"
"7453133904609","Jeans bota recta","JEANS","unidad","3",0,"15","30","90","45","270","9","135"
"7453084932409","Jeans bota recta","JEANS","unidad","8",0,"16","28","224","128","28","1","12"
"7453130365403","Jeans bota campana","JEANS","unidad","1",0,"20","32","32","20",0,0,0
"7453130349298","Jeans bota ancha","JEANS","unidad","5",0,"18","30","150","90",0,0,0
"7450117464043","Jeans bota ancha","JEANS","unidad","1",0,"16","28","28","16",0,0,0
"7453130367568","Jeans bota ancha","JEANS","unidad","6",0,"18","30","180","108","30","1","12"
"7453130360781","Jeans bota campana","JEANS","unidad","1",0,"18","29","29","18",0,0,0
"7450214033777","Jeans cargo","JEANS","unidad","2",0,"19","30","60","38",0,0,0
"5453133910396","Jeans negro de brillos","JEANS","unidad","5",0,"20","35","175","100",0,0,0
"7453105878914","Jeans mom","JEANS","unidad","1",0,"20","25","25","20",0,0,0
"7450113421125","Jeans cargo","JEANS","unidad","1",0,"17","27","27","17",0,0,0
"7453119115623","Jeans cargo","JEANS","unidad","1",0,"20","32","32","20",0,0,0
"7450113430080","Jeans cargo","JEANS","unidad","1",0,"17","27","27","17",0,0,0
"7800114489637","Jeans skinny","JEANS","unidad","1",0,"12,5","25","25","12,5",0,0,0
"7453124793731","Jeans cargo","JEANS","unidad","1",0,"20","29","29","20",0,0,0
"7450113443691","Jeans ancho","JEANS","unidad","2",0,"18","27","54","36",0,0,0
"7453105804357","Jeans skinny","JEANS","unidad","1",0,"12,5","25","25","12,5",0,0,0
"7450113443738","Jeans bota ancha","JEANS","unidad","1",0,"17","27","27","17",0,0,0
